Покупательская активность,Тип сервиса,Разрешить сообщать,Маркет_актив_6_мес,Длительность,Акционные_покупки,Популярная_категория,Средний_просмотр_категорий_за_визит,Выручка_от_клиента_текущий_месяц,Разность_выручки_тек_прошлый_месяц,Ошибка_сервиса,Страниц_за_визит,Всего_минут_текущем_месяце,Всего_минут_предыдущий_месяц
Прежний уровень,стандарт,да,4,577,0.23,Техника для красоты и здоровья,3,5454,518,4,11,13,16
Прежний уровень,стандарт,да,5,648,0.16,Товары для детей,2,4659,-375,6,13,11,16
Прежний уровень,стандарт,да,5,611,0.24,Домашний текстиль,5,4750,-304,0,10,17,14
Прежний уровень,стандарт,да,3,461,0.91,Косметика и аксесуары,3,5612,-225,3,9,13,15
Прежний уровень,стандарт,нет,4,219,0.15,Домашний текстиль,3,5253,-142,3,4,10,20
Прежний уровень,стандарт,да,5,454,0.13,Мелкая бытовая техника и электроника,6,4649,64,3,7,20,16
Прежний уровень,премиум,да,4,862,0.17,Техника для красоты и здоровья,4,4872,28,8,10,20,16
Прежний уровень,стандарт,да,6,660,0.24,Домашний текстиль,5,5186,-83,4,9,9,10
Прежний уровень,стандарт,нет,5,816,0.95,Мелкая бытовая техника и электроника,6,5125,-218,5,13,17,8
Прежний уровень,стандарт,да,4,522,0.23,Техника для красоты и здоровья,4,4550,-123,3,4,13,19
Прежний уровень,стандарт,да,4,335,0.21,Товары для детей,6,4684,-699,3,7,8,17
Прежний уровень,премиум,да,3,346,0.24,Домашний текстиль,5,5231,266,4,18,11,14
Прежний уровень,стандарт,нет,4,718,0.24,Техника для красоты и здоровья,4,5399,4,6,8,15,19
Прежний уровень,стандарт,да,4,619,0.23,Товары для детей,6,4449,-131,1,13,18,12
Прежний уровень,стандарт,да,7,796,0.21,Домашний текстиль,3,5165,-442,2,8,6,14
Прежний уровень,стандарт,да,5,832,0.24,Мелкая бытовая техника и электроника,3,5538,610,5,8,11,19
Прежний уровень,стандарт,нет,6,291,0.13,Домашний текстиль,3,5502,672,2,15,13,19
Прежний уровень,стандарт,да,4,742,0.23,Техника для красоты и здоровья,3,4620,-26,5,3,12,11
Прежний уровень,стандарт,да,5,129,0.21,Домашний текстиль,4,4944,-285,2,17,9,16
Прежний уровень,премиум,да,5,1041,0.26,Кухонная посуда,2,5428,405,2,4,18,11
Прежний уровень,стандарт,нет,3,349,0.15,Мелкая бытовая техника и электроника,5,4700,457,3,10,19,10
Прежний уровень,стандарт,да,5,509,0.28,Косметика и аксесуары,3,5272,411,4,11,15,22
Прежний уровень,стандарт,да,4,220,0.16,Кухонная посуда,5,5064,-362,1,7,20,13
Прежний уровень,стандарт,да,4,374,0.23,Товары для детей,4,4690,-226,5,11,7,15
Прежний уровень,стандарт,да,4,923,0.95,Техника для красоты и здоровья,5,5191,333,6,6,17,13
Прежний уровень,стандарт,да,4,296,0.24,Косметика и аксесуары,4,4483,58,3,11,16,17
Прежний уровень,стандарт,да,4,311,0.28,Товары для детей,4,4680,-46,4,9,7,12
Прежний уровень,премиум,да,4,902,0.16,Товары для детей,2,4611,233,3,13,9,14
Прежний уровень,стандарт,да,4,749,0.15,Косметика и аксесуары,4,5211,166,4,6,19,14
Прежний уровень,стандарт,да,3,482,0.2,Товары для детей,4,5175,-107,5,11,11,19
Прежний уровень,стандарт,нет,6,617,0.16,Мелкая бытовая техника и электроника,2,5595,-269,5,10,18,21
Прежний уровень,стандарт,да,5,893,0.14,Косметика и аксесуары,5,4768,-462,6,7,13,14
Прежний уровень,стандарт,нет,4,595,0.91,Товары для детей,5,5212,-161,5,15,15,18
Прежний уровень,стандарт,да,5,384,0.28,Техника для красоты и здоровья,6,5553,652,3,8,14,12
Прежний уровень,премиум,да,5,833,0.28,Товары для детей,5,4631,118,8,15,15,13
Прежний уровень,премиум,да,5,723,0.91,Мелкая бытовая техника и электроника,2,5290,-354,6,9,12,20
Прежний уровень,стандарт,да,5,704,0.11,Домашний текстиль,4,5249,-222,5,10,16,18
Прежний уровень,премиум,да,4,545,0.21,Мелкая бытовая техника и электроника,3,4939,54,3,10,15,13
Прежний уровень,стандарт,да,4,559,0.2,Мелкая бытовая техника и электроника,4,5072,99,1,7,14,17
Прежний уровень,премиум,нет,6,301,0.17,Домашний текстиль,2,4795,25,5,14,8,18
Прежний уровень,стандарт,да,5,882,0.17,Косметика и аксесуары,3,4761,-164,6,9,19,16
Прежний уровень,стандарт,нет,5,508,0.28,Мелкая бытовая техника и электроника,3,5279,-77,3,8,14,15
Прежний уровень,стандарт,да,6,233,0.24,Косметика и аксесуары,5,5190,-329,4,6,15,15
Прежний уровень,премиум,да,3,994,0.28,Товары для детей,4,5134,-467,5,10,15,9
Прежний уровень,стандарт,да,4,937,0.11,Косметика и аксесуары,4,4979,-368,2,6,13,15
Прежний уровень,стандарт,да,4,644,0.21,Кухонная посуда,2,4870,225,6,10,15,21
Прежний уровень,стандарт,да,6,505,0.13,Домашний текстиль,5,4673,98,4,6,13,16
Прежний уровень,стандарт,да,6,969,0.12,Домашний текстиль,5,4449,-173,2,11,22,14
Прежний уровень,стандарт,да,4,461,0.28,Мелкая бытовая техника и электроника,4,4416,175,3,5,9,17
Прежний уровень,стандарт,нет,5,326,0.95,Мелкая бытовая техника и электроника,3,5379,584,3,13,13,20
Прежний уровень,премиум,да,6,713,0.13,Косметика и аксесуары,3,4757,-28,0,8,18,13
Прежний уровень,стандарт,да,6,157,0.3,Товары для детей,6,4655,-100,2,9,14,13
Прежний уровень,стандарт,нет,5,679,0.15,Техника для красоты и здоровья,4,5023,-237,1,14,19,12
Прежний уровень,премиум,да,4,993,0.11,Товары для детей,4,5245,530,4,13,19,19
Прежний уровень,стандарт,нет,4,757,0.99,Товары для детей,3,4974,-423,2,7,17,11
Прежний уровень,стандарт,нет,5,362,0.24,Товары для детей,4,5118,183,5,12,15,17
Прежний уровень,стандарт,да,5,780,0.24,Кухонная посуда,4,4946,45,1,17,14,14
Прежний уровень,стандарт,да,4,401,0.15,Косметика и аксесуары,5,4401,-190,2,6,14,14
Прежний уровень,стандарт,нет,6,769,0.14,Техника для красоты и здоровья,4,4925,629,8,10,20,15
Прежний уровень,стандарт,нет,5,445,0.2,Техника для красоты и здоровья,2,5212,-344,6,8,7,18
Прежний уровень,стандарт,нет,5,1013,0.21,Мелкая бытовая техника и электроника,4,4488,117,5,9,17,15
Прежний уровень,стандарт,нет,5,324,0.15,Товары для детей,6,4949,109,4,10,13,10
Прежний уровень,премиум,да,4,873,0.3,Косметика и аксесуары,6,4908,281,3,4,22,14
Прежний уровень,премиум,да,5,482,0.17,Косметика и аксесуары,3,4624,-230,2,12,16,9
Прежний уровень,стандарт,да,5,176,0.28,Домашний текстиль,6,4952,-237,3,16,9,18
Прежний уровень,стандарт,нет,5,347,0.25,Мелкая бытовая техника и электроника,4,4772,140,5,12,18,18
Прежний уровень,стандарт,да,4,593,0.99,Косметика и аксесуары,4,4432,-900,1,8,22,18
Прежний уровень,стандарт,нет,3,776,0.17,Товары для детей,4,5028,98,6,10,17,17
Прежний уровень,стандарт,да,4,514,0.25,Домашний текстиль,3,5211,120,4,12,14,16
Прежний уровень,стандарт,да,4,335,0.3,Техника для красоты и здоровья,5,4820,-190,6,9,11,17
Прежний уровень,стандарт,да,6,594,0.14,Товары для детей,5,4943,379,4,4,23,15
Прежний уровень,премиум,да,5,280,0.26,Товары для детей,3,5154,-133,3,14,14,15
Прежний уровень,премиум,нет,4,911,0.25,Товары для детей,3,4847,-319,3,13,10,13
Прежний уровень,стандарт,нет,6,134,0.16,Товары для детей,4,5328,63,3,5,17,15
Прежний уровень,стандарт,да,4,600,0.16,Техника для красоты и здоровья,4,4882,520,3,9,12,18
Прежний уровень,стандарт,да,4,286,0.16,Товары для детей,4,4830,-306,4,8,13,16
Прежний уровень,стандарт,нет,6,166,0.13,Техника для красоты и здоровья,4,5098,23,5,13,18,14
Прежний уровень,стандарт,да,5,447,0.28,Косметика и аксесуары,6,4460,-827,5,9,16,9
Прежний уровень,премиум,да,6,740,0.27,Мелкая бытовая техника и электроника,4,5039,7,6,16,14,19
Прежний уровень,стандарт,да,5,151,0.12,Домашний текстиль,5,5307,-599,4,9,11,17
Прежний уровень,стандарт,нет,6,765,0.2,Мелкая бытовая техника и электроника,3,5107,-463,2,12,10,15
Прежний уровень,стандарт,да,5,514,0.25,Домашний текстиль,4,4521,16,7,7,8,18
Прежний уровень,стандарт,нет,4,468,0.26,Косметика и аксесуары,3,5176,268,7,9,17,10
Прежний уровень,стандарт,да,4,753,0.18,Косметика и аксесуары,6,4457,-200,1,8,16,15
Прежний уровень,стандарт,да,4,719,0.24,Домашний текстиль,6,4968,333,5,16,15,20
Прежний уровень,стандарт,да,4,388,0.94,Домашний текстиль,4,5042,-455,6,14,14,17
Прежний уровень,стандарт,нет,4,841,0.28,Товары для детей,4,4430,-128,7,10,7,16
Прежний уровень,стандарт,да,6,453,0.14,Техника для красоты и здоровья,2,4977,-493,4,10,8,11
Прежний уровень,премиум,да,4,349,0.18,Домашний текстиль,5,5169,24,4,9,10,13
Прежний уровень,стандарт,да,6,553,0.94,Косметика и аксесуары,5,5269,226,5,8,19,14
Прежний уровень,стандарт,нет,5,170,0.15,Техника для красоты и здоровья,4,4908,-430,8,4,12,17
Прежний уровень,стандарт,да,6,798,0.15,Товары для детей,3,4608,-852,3,7,20,15
Прежний уровень,стандарт,да,4,350,0.25,Домашний текстиль,3,4526,-209,4,15,7,17
Прежний уровень,стандарт,да,4,568,0.99,Мелкая бытовая техника и электроника,5,5515,492,2,10,19,13
Прежний уровень,стандарт,нет,6,904,0.17,Мелкая бытовая техника и электроника,4,4533,87,6,9,19,19
Прежний уровень,стандарт,да,5,575,0.14,Товары для детей,2,5123,-91,2,15,14,18
Прежний уровень,стандарт,да,4,786,0.3,Домашний текстиль,3,4588,-123,4,19,20,14
Прежний уровень,премиум,да,5,935,0.26,Мелкая бытовая техника и электроника,3,5363,71,1,4,16,11
Прежний уровень,стандарт,нет,5,964,0.13,Техника для красоты и здоровья,4,5386,486,4,6,23,20
Прежний уровень,стандарт,да,6,515,0.12,Мелкая бытовая техника и электроника,3,4653,-266,2,10,12,9
Прежний уровень,стандарт,да,5,1013,0.25,Кухонная посуда,3,5483,-56,2,9,22,8
Прежний уровень,стандарт,да,6,900,0.28,Косметика и аксесуары,4,5150,544,4,6,15,18
Прежний уровень,премиум,да,5,610,0.99,Товары для детей,3,4945,-108,5,9,16,16
Прежний уровень,стандарт,да,4,780,0.3,Домашний текстиль,4,5574,249,7,10,9,12
Прежний уровень,стандарт,да,6,486,0.14,Кухонная посуда,6,4630,93,4,6,21,12
Прежний уровень,премиум,нет,4,815,0.11,Косметика и аксесуары,2,4818,-388,3,9,13,19
Прежний уровень,премиум,да,4,983,0.99,Товары для детей,4,5448,6,6,13,12,9
Прежний уровень,стандарт,нет,5,140,0.21,Техника для красоты и здоровья,4,5234,-122,4,7,20,15
Прежний уровень,стандарт,да,3,1001,0.3,Товары для детей,3,4421,15,8,13,14,17
Прежний уровень,стандарт,нет,3,612,0.13,Товары для детей,5,5301,-97,8,8,18,20
Прежний уровень,премиум,да,6,162,0.25,Товары для детей,4,4661,-539,2,9,16,16
Прежний уровень,стандарт,да,4,663,0.27,Кухонная посуда,3,4715,-91,3,11,21,11
Прежний уровень,стандарт,да,4,806,0.19,Домашний текстиль,6,4895,-247,7,14,17,10
Прежний уровень,стандарт,да,4,351,0.13,Кухонная посуда,5,4495,-288,3,14,21,15
Прежний уровень,премиум,да,4,488,0.14,Домашний текстиль,2,5045,-257,9,12,17,20
Прежний уровень,премиум,да,7,768,0.3,Товары для детей,3,5446,345,6,14,14,19
Прежний уровень,стандарт,нет,4,467,0.21,Мелкая бытовая техника и электроника,5,4774,-12,5,13,13,11
Прежний уровень,стандарт,нет,6,346,0.17,Кухонная посуда,3,4798,-271,2,6,13,11
Прежний уровень,стандарт,да,6,488,0.27,Домашний текстиль,4,5053,-65,5,11,19,18
Прежний уровень,стандарт,да,4,455,0.27,Кухонная посуда,5,5432,161,4,5,17,15
Прежний уровень,стандарт,нет,4,761,0.15,Кухонная посуда,3,4522,-163,3,10,17,9
Прежний уровень,стандарт,нет,4,192,0.28,Техника для красоты и здоровья,3,4882,30,5,10,19,12
Прежний уровень,стандарт,да,3,335,0.26,Техника для красоты и здоровья,3,5219,84,4,13,16,14
Прежний уровень,стандарт,да,4,932,0.24,Косметика и аксесуары,3,5051,-143,5,9,13,11
Прежний уровень,премиум,да,3,996,0.17,Кухонная посуда,3,4428,13,8,8,9,12
Прежний уровень,стандарт,да,4,801,0.11,Техника для красоты и здоровья,5,4625,282,0,8,17,17
Прежний уровень,стандарт,нет,4,930,0.15,Мелкая бытовая техника и электроника,2,4881,-247,5,8,19,10
Прежний уровень,стандарт,да,3,306,0.95,Товары для детей,4,4887,225,3,10,11,17
Прежний уровень,стандарт,нет,4,416,0.14,Кухонная посуда,2,4634,420,6,10,17,14
Прежний уровень,стандарт,да,5,638,0.99,Техника для красоты и здоровья,4,4735,-127,5,5,14,14
Прежний уровень,премиум,да,3,991,0.94,Мелкая бытовая техника и электроника,4,5212,194,7,11,22,14
Прежний уровень,стандарт,да,5,318,0.26,Техника для красоты и здоровья,5,4534,-170,2,12,20,14
Прежний уровень,стандарт,нет,3,454,0.23,Домашний текстиль,6,4463,-352,5,8,12,11
Прежний уровень,стандарт,да,5,586,0.17,Домашний текстиль,3,4705,14,3,13,10,8
Прежний уровень,стандарт,да,5,645,0.14,Техника для красоты и здоровья,3,5340,340,3,8,19,13
Прежний уровень,премиум,да,4,906,0.3,Техника для красоты и здоровья,4,4981,-415,6,6,21,12
Прежний уровень,премиум,да,4,835,0.13,Товары для детей,4,4951,-138,2,10,17,9
Прежний уровень,стандарт,нет,5,243,0.14,Косметика и аксесуары,2,4953,-418,0,14,6,12
Прежний уровень,стандарт,да,5,641,0.21,Домашний текстиль,4,4788,128,3,10,15,21
Прежний уровень,стандарт,да,4,684,0.99,Техника для красоты и здоровья,3,4902,45,3,7,15,11
Прежний уровень,премиум,да,5,881,0.27,Техника для красоты и здоровья,2,5360,206,4,4,12,11
Прежний уровень,стандарт,да,4,786,0.28,Домашний текстиль,5,4818,448,3,10,10,16
Прежний уровень,стандарт,нет,5,658,0.3,Домашний текстиль,5,5062,498,5,7,22,19
Прежний уровень,премиум,да,4,384,0.16,Мелкая бытовая техника и электроника,3,4642,99,2,5,19,15
Прежний уровень,стандарт,нет,4,585,0.17,Кухонная посуда,2,4342,-445,8,11,17,16
Прежний уровень,стандарт,нет,6,744,0.17,Товары для детей,4,5396,60,6,19,20,17
Прежний уровень,стандарт,да,7,846,0.25,Косметика и аксесуары,5,4826,-534,8,5,19,10
Прежний уровень,премиум,да,4,724,0.16,Косметика и аксесуары,2,4729,-399,3,8,8,12
Прежний уровень,стандарт,нет,3,826,0.14,Товары для детей,4,5609,499,2,10,17,11
Прежний уровень,стандарт,нет,5,450,0.94,Мелкая бытовая техника и электроника,4,5096,-313,8,11,19,22
Прежний уровень,премиум,да,5,439,0.17,Товары для детей,4,4949,-410,6,8,13,15
Прежний уровень,стандарт,да,5,801,0.2,Кухонная посуда,4,4690,-161,3,8,21,14
Прежний уровень,стандарт,да,5,586,0.28,Домашний текстиль,6,4912,-149,2,18,13,9
Прежний уровень,премиум,да,5,599,0.25,Товары для детей,4,5200,-490,4,4,14,18
Прежний уровень,премиум,да,5,1025,0.3,Домашний текстиль,4,4786,274,6,7,13,21
Прежний уровень,стандарт,нет,5,302,0.13,Кухонная посуда,4,4833,-326,7,4,16,17
Прежний уровень,стандарт,нет,3,238,0.17,Товары для детей,3,4735,-102,7,7,17,17
Прежний уровень,стандарт,да,4,316,0.26,Косметика и аксесуары,3,5251,203,4,12,23,20
Прежний уровень,стандарт,нет,4,147,0.12,Мелкая бытовая техника и электроника,3,4651,-440,6,10,6,20
Прежний уровень,стандарт,да,4,352,0.11,Товары для детей,6,4342,-915,3,7,13,14
Прежний уровень,стандарт,да,4,567,0.14,Техника для красоты и здоровья,5,4980,-352,8,5,18,12
Прежний уровень,премиум,да,6,744,0.26,Косметика и аксесуары,4,4860,-523,5,6,14,10
Прежний уровень,стандарт,да,4,591,0.23,Техника для красоты и здоровья,4,4623,-148,4,6,19,7
Прежний уровень,стандарт,да,4,966,0.17,Товары для детей,3,4613,-918,4,16,14,11
Прежний уровень,премиум,да,5,903,0.25,Косметика и аксесуары,5,4591,-38,3,7,22,14
Прежний уровень,стандарт,да,6,157,0.26,Домашний текстиль,5,4679,311,5,13,17,23
Прежний уровень,стандарт,да,4,162,0.25,Домашний текстиль,5,5176,-319,6,14,12,14
Прежний уровень,премиум,да,4,597,0.14,Косметика и аксесуары,6,5011,281,5,12,19,19
Прежний уровень,стандарт,да,7,218,0.16,Товары для детей,5,4704,-729,3,11,7,14
Прежний уровень,премиум,нет,5,753,0.21,Техника для красоты и здоровья,3,5299,-380,3,9,11,12
Прежний уровень,стандарт,да,4,762,0.2,Кухонная посуда,3,5334,116,5,7,18,12
Прежний уровень,стандарт,да,6,452,0.12,Домашний текстиль,4,4725,-132,5,7,7,18
Прежний уровень,стандарт,да,4,691,0.94,Техника для красоты и здоровья,6,5183,309,3,12,10,15
